No,Yapı,Koordinat,Ada/Parsel,Adres,İşlev,Kat Sayısı,Tescil Bilgisi,Yapım Yılı,Mimarı,Değişmişlik Durumu,Foto,Açıklama,lat,lon,Mahalle,bölge
5_6_22,,"39.931563609881955, 32.87494376091008",2630/22,"Fakülteler, Keskin Sk. No:28, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.931563609881955,32.87494376091008,FAKÜLTELER,5
5_6_23,,"39.931419637287895, 32.8747995921755",2630/21,"Fakülteler, Keskin Sk. No:26, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.931419637287895,32.8747995921755,FAKÜLTELER,5
5_6_24,,"39.931325026560664, 32.8746963271269",2630/20,"Fakülteler, Keskin Sk. No:24, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.931325026560664,32.8746963271269,FAKÜLTELER,5
5_6_25,,"39.93122873710022, 32.874644313995184",2630/20,"Fakülteler, Keskin Sk. No:22, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.93122873710022,32.874644313995184,FAKÜLTELER,5
5_6_26,,"39.93114632318829, 32.8745281394635",2630/19,"Fakülteler, Keskin Sk. No:20, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.93114632318829,32.8745281394635,FAKÜLTELER,5
5_6_27,,"39.93100054811282, 32.874343796110196",2630/18,"Fakülteler, Keskin Sk. No:18, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93100054811282,32.874343796110196,FAKÜLTELER,5
5_6_28,,"39.93048323408385, 32.87340713491512",2633-02-01 00:00:00,"Fakülteler, Geçit Sk. 9/A, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93048323408385,32.87340713491512,FAKÜLTELER,5
5_6_29,,"39.93062448112229, 32.87317074800048",2633-03-01 00:00:00,"Fakülteler, Geçit Sk. 7/A, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93062448112229,32.87317074800048,FAKÜLTELER,5
5_6_30,,"39.930678915274854, 32.87304988699787",2633-04-01 00:00:00,"Fakülteler, Geçit caddesi No: 5/A, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,,,,,,,39.930678915274854,32.87304988699787,FAKÜLTELER,5
5_6_31,,"39.93083613283921, 32.87338267392714",2633-05-01 00:00:00,"Fakülteler, Boz Sk. 4/A, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93083613283921,32.87338267392714,FAKÜLTELER,5
5_6_32,,"39.93064279474434, 32.87363748905292",2633-08-01 00:00:00,"Fakülteler, Keskin Sk. No:3, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93064279474434,32.87363748905292,FAKÜLTELER,5
5_6_33,,"39.93081547635839, 32.87382392933378",2634/24,"Fakülteler, Keskin Sk. No:5, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93081547635839,32.87382392933378,FAKÜLTELER,5
5_6_34,Asude Kız Öğrenci Yurdu,"39.93089546377628, 32.873900268555055",2634/23,"Fakülteler, Keskin Sk. No:7, 06590 Çankaya/Ankara",Yurt,5.0,,,,,,,39.93089546377628,32.873900268555055,FAKÜLTELER,5
5_6_35,,"39.93105750116203, 32.873937879084416",2634-09-01 00:00:00,"Fakülteler, Keskin Sk. No:9, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93105750116203,32.873937879084416,FAKÜLTELER,5
5_6_36,,"39.931190542248274, 32.874099479475326",2634-08-01 00:00:00,"Fakülteler, Keskin Sk. No:11, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.931190542248274,32.874099479475326,FAKÜLTELER,5
5_6_37,,"39.93127898288867, 32.87421347335821",2634-07-01 00:00:00,"Fakülteler, Keskin Sk. No:13, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.93127898288867,32.87421347335821,FAKÜLTELER,5
5_6_38,,"39.93140547337212, 32.87434221939152",2364-06-01 00:00:00,"Fakülteler, Keskin Sk. No:15, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.93140547337212,32.87434221939152,FAKÜLTELER,5
5_6_39,,"39.93158286816655, 32.87443542615605",2364-05-01 00:00:00,"Fakülteler, Keskin Sk. No:17, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93158286816655,32.87443542615605,FAKÜLTELER,5
5_6_40,,"39.93164457059759, 32.87465000287391",2364-04-01 00:00:00,"Fakülteler, Keskin Sk. No:19, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93164457059759,32.87465000287391,FAKÜLTELER,5
5_6_41,,"39.931784762260655, 32.87485720352041",2634/30,"Fakülteler, Keskin Sk. No:21, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.931784762260655,32.87485720352041,FAKÜLTELER,5
5_6_42,,"39.931784762260655, 32.87485720352041",2634/29,"Fakülteler, Keskin Sk. No:21, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.931784762260655,32.87485720352041,FAKÜLTELER,5
5_6_43,,"39.931926815346685, 32.874991020181696",2634/32,"Fakülteler, Keskin Sk. No:23, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.931926815346685,32.874991020181696,FAKÜLTELER,5
5_6_44,,"39.93191256856948, 32.87501230520337",2634/31,"Fakülteler, Keskin Sk. No:23, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.93191256856948,32.87501230520337,FAKÜLTELER,5
5_6_45,,"39.93208187588224, 32.87528126335421",2634/28,"Fakülteler, Yeni Ankara Sk. No:10, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,,,,,,,39.93208187588224,32.87528126335421,FAKÜLTELER,5
5_6_46,,"39.93212660982245, 32.875185374385445",2634/27,"Fakülteler, Yeni Ankara Sk. No:8, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93212660982245,32.875185374385445,FAKÜLTELER,5
5_6_47,,"39.932260297289105, 32.87499896085498",2634/21,"Fakülteler, Yeni Ankara Sk. No:6, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,,,,,,,39.932260297289105,32.87499896085498,FAKÜLTELER,5
5_6_48,,"39.93210707759632, 32.8747990866513",2634/20," Fakülteler, Coşkunlar Sk. No:42, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93210707759632,32.8747990866513,FAKÜLTELER,5
5_6_49,,"39.93197133309427, 32.87464016576876",2634/19," Fakülteler, Coşkunlar Sk. No:40, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93197133309427,32.87464016576876,FAKÜLTELER,5
5_6_50,,"39.93173344863115, 32.87433246774884",2634/18," Fakülteler, Coşkunlar Sk. No:38, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93173344863115,32.87433246774884,FAKÜLTELER,5
5_6_51,,"39.931585362896165, 32.87412996096843",2634/17," Fakülteler, Coşkunlar Sk. No:36, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.931585362896165,32.87412996096843,FAKÜLTELER,5
5_6_52,,"39.9314866823343, 32.873915558886274",2634/26," Fakülteler, Coşkunlar Sk. No:34, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı ?,39.9314866823343,32.873915558886274,FAKÜLTELER,5
5_6_53,,"39.931460170805536, 32.873922825535765",2634/25," Fakülteler, Coşkunlar Sk. No:32, 06590 Çankaya/Ankara",Konut,3.0,,,,,,dönem yapısı,39.931460170805536,32.873922825535765,FAKÜLTELER,5
5_6_54,,"39.93136967364729, 32.87379676171668",2634/14," Fakülteler, Coşkunlar Sk. No:30, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.93136967364729,32.87379676171668,FAKÜLTELER,5
5_6_55,,"39.93123801370673, 32.87359779673254",2634/13," Fakülteler, Coşkunlar Sk. No:28, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93123801370673,32.87359779673254,FAKÜLTELER,5
5_6_56,,"39.931104324244906, 32.87354012923614",2634-12-01 00:00:00," Fakülteler, Coşkunlar Sk. No:26, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.931104324244906,32.87354012923614,FAKÜLTELER,5
5_6_57,EBS Konukevi,"39.9309953081213, 32.87354838108154",2634-11-01 00:00:00,"Cebeci, Fakülteler, Boz Sk. No: 3, 06590 Çankaya/Ankara",Ticaret,5.0,,,,,,,39.9309953081213,32.87354838108154,FAKÜLTELER,5
5_7_1,,"39.93225093672093, 32.875469634490116",5625-01-01 00:00:00,"Cebeci, Keskin Sk. No:31, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93225093672093,32.875469634490116,CEBECİ,5
5_7_2,,"39.932316544862026, 32.87560975346851",5625-02-01 00:00:00,"Cebeci, Keskin Sk. No:33, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.932316544862026,32.87560975346851,CEBECİ,5
5_7_3,,"39.93240251589484, 32.87575459928313",5625-03-01 00:00:00,"Cebeci, Keskin Sk. No:35, 06590 Çankaya/Ankara",Konut,6.0,,,,,,sokak kotu altından giriş,39.93240251589484,32.87575459928313,CEBECİ,5
5_7_4,,"39.932450553765364, 32.87592908013692",5625-04-01 00:00:00,"Cebeci, Keskin Sk. No:37, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.932450553765364,32.87592908013692,CEBECİ,5
5_7_5,,,,,,,,,,,,google earth kaymış,,,,5
5_7_6,,"39.93249910079282, 32.87523176500306",5626-01-01 00:00:00,"Cebeci, Evren Sk. No:1, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93249910079282,32.87523176500306,CEBECİ,5
5_7_7,,"39.93254705259872, 32.87539903035169",5626-02-01 00:00:00,"Cebeci, Evren Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.93254705259872,32.87539903035169,CEBECİ,5
5_7_8,,"39.932609225504095, 32.87560837325589",5626/13,"Cebeci, Evren Sk. No:5, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.932609225504095,32.87560837325589,CEBECİ,5
5_7_9,,"39.93273745326341, 32.87586263158275",5625-05-01 00:00:00,"Cebeci, Evren Sk. No:7, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93273745326341,32.87586263158275,CEBECİ,5
5_7_10,,"39.93292043775313, 32.876118353713835",5625-06-01 00:00:00,"Cebeci, Evren Sk. No:9, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.93292043775313,32.876118353713835,CEBECİ,5
5_7_11,,"39.93297427750132, 32.87642551567376",5625-07-01 00:00:00,"Cebeci, Evren Sk. No:11, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı ?,39.93297427750132,32.87642551567376,CEBECİ,5
5_7_12,,"39.93289154367632, 32.876379979821216",5625-08-01 00:00:00,"Cebeci, Evren Sk. No:13, 06590 Çankaya/Ankara",Konut,4.0,,,,,,dönem yapısı,39.93289154367632,32.876379979821216,CEBECİ,5
5_7_13,,"39.932962274844165, 32.87658789134446",5625-09-01 00:00:00,"Cebeci, Evren Sk. No:15, 06590 Çankaya/Ankara",Konut,3.0,,,,,,dönem yapısı,39.932962274844165,32.87658789134446,CEBECİ,5
5_7_14,,"39.932965642994326, 32.87673137957876",5625-10-01 00:00:00,"Cebeci, Evren Sk. No:17, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.932965642994326,32.87673137957876,CEBECİ,5
5_7_15,,"39.93310196133177, 32.87689591111952",5625-11-01 00:00:00,"Cebeci, Evren Sk. No:19, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93310196133177,32.87689591111952,CEBECİ,5
5_7_16,,"39.93299356072575, 32.87700690140134",5625-12-01 00:00:00,"Cebeci, Evren Sk. No:21, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93299356072575,32.87700690140134,CEBECİ,5
5_7_17,,"39.9332456585089, 32.87725193818265",5627/22,"Cebeci, Kırıkhan Sk. No:9, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.9332456585089,32.87725193818265,CEBECİ,5
5_7_18,,"39.933255571733866, 32.87756510551334",5627-03-01 00:00:00,"Cebeci, Evren Sk. No:25, 06590 Çankaya/Ankara",Konut,6.0,,,,,,,39.933255571733866,32.87756510551334,CEBECİ,5
5_7_19,,"39.93345797364759, 32.8777325699531",5627/17,"Cebeci, Kırıkhan Sk. No:5, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.93345797364759,32.8777325699531,CEBECİ,5
5_7_20,,"39.93357198269924, 32.87795614863531",5627/20,"Cebeci, Kırıkhan Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.93357198269924,32.87795614863531,CEBECİ,5
5_7_21,,"39.933640319915256, 32.878088913391004",5627/21,"Cebeci, Kırıkhan Sk. No:1, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.933640319915256,32.878088913391004,CEBECİ,5
5_7_22,,"39.933604350622296, 32.878278071542105",5627/20,"Cebeci, Talatpaşa Blv No:172, 06590 Çankaya/Ankara",Konut + Ticaret,8.0,,,,,,,39.933604350622296,32.878278071542105,CEBECİ,5
5_7_23,,"39.93204119610515, 32.875783452544475",5628-01-01 00:00:00,"Cebeci, Yeni Ankara Sk. No:23, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.93204119610515,32.875783452544475,CEBECİ,5
5_7_24,,"39.93197959810755, 32.875847309769",5628/33,"Cebeci, Yeni Ankara Sk. no 25, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.93197959810755,32.875847309769,CEBECİ,5
5_7_25,,"39.931862499239756, 32.875999884779695",5628/32,"Cebeci, Yeni Ankara Sk. No:27, Pk:06590 Çankaya/Ankara",Konut + Ticaret,6.0,,,,,,,39.931862499239756,32.875999884779695,CEBECİ,5
5_7_26,,"39.93177276721156, 32.87610497675645",5628/31,"Cebeci, Yeni Ankara Sk. No:29, Pk:06590 Çankaya/Ankara",Konut + Ticaret,8.0,,,,,,,39.93177276721156,32.87610497675645,CEBECİ,5
5_7_27,,"39.931844071202335, 32.8763640299056",5628/36,"Fakülteler, Cemal Gürsel Cad. No:93, 06400 Çankaya/Ankara",Konut + Ticaret,8.0,,,,,,,39.931844071202335,32.8763640299056,FAKÜLTELER,5
5_7_28,,"39.931928679342356, 32.8764177079003",5628/29,"Cebeci, Cemal Gürsel Cad. 95, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,,,,,,,39.931928679342356,32.8764177079003,CEBECİ,5
5_7_29,,"39.93213679780658, 32.876948197244474",5628/28,"Cebeci, Cemal Gürsel Cad. 97, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,,,,,,,39.93213679780658,32.876948197244474,CEBECİ,5
5_7_30,,"39.93213288524128, 32.876796580599645",5628/27,"Cebeci, Cemal Gürsel Cad. 99, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,,,,,,,39.93213288524128,32.876796580599645,CEBECİ,5
5_7_31,,"39.932221324661114, 32.876914597796976",5628/26,"Cebeci, Cemal Gürsel Cad. 101, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,,,,,,,39.932221324661114,32.876914597796976,CEBECİ,5
5_7_32,,"39.93230545720098, 32.877027621709715",5628/25,"Cebeci, Cemal Gürsel Cad. 103, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,dönem yapısı ?,39.93230545720098,32.877027621709715,CEBECİ,5
5_7_33,,"39.93225791961571, 32.877209165212584",5628/24,"Cebeci, Cemal Gürsel Cad. 105, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,,,,,,,39.93225791961571,32.877209165212584,CEBECİ,5
5_7_34,,"39.93237051199327, 32.87728607797538",5628/23,"Cebeci, Cemal Gürsel Cad. 107, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,,,,,,,39.93237051199327,32.87728607797538,CEBECİ,5
5_7_35,,"39.93253135792565, 32.8775121548842",5628/22,"Cebeci, Cemal Gürsel Cad. 109, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,,,,,,,39.93253135792565,32.8775121548842,CEBECİ,5
6_1_1,"Ankara Üniversitesi Tıp Fakültesi, Başhekimlik","39.93310012208529, 32.883372032303114",5388-01-01 00:00:00,"Balkiraz, 21, Tıp Fakültesi Cd., 06620 Mamak",Sağlık,3.0,,,,,,Dönem yapısı ,39.93310012208529,32.883372032303114,BALKİRAZ,6
6_1_2,"Ankara Üniversitesi Tıp Fakültesi, Radyoloji AD","39.933265191769785, 32.884025327855696",5388-01-02 00:00:00,"Balkiraz, Mamak Cd. 6 A, 06620 Mamak/Ankara",Sağlık,3.0,,,,,,Dönem yapısı ,39.933265191769785,32.884025327855696,BALKİRAZ,6
6_1_3,"Ankara Üniversitesi Tıp Fakültesi, Hepatoloji","39.933523423579956, 32.88412601421428",5388-01-03 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,3.0,,,,,,Dönem yapısı ,39.933523423579956,32.88412601421428,BALKİRAZ,6
6_1_4,"Ankara Üniversitesi Tıp Fakültesi, Başhekimlik ek bina","39.93371092116057, 32.8842153945888",5388-01-04 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,3.0,,,,,,Dönem yapısı ,39.93371092116057,32.8842153945888,BALKİRAZ,6
6_1_5,"Ankara Üniversitesi Tıp Fakültesi, Serpil Akdağ Kan Merkezi","39.93362713365538, 32.88416983081343",5388-01-05 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,3.0,,,,,,Dönem yapısı ,39.93362713365538,32.88416983081343,BALKİRAZ,6
6_1_6,"Ankara Üniversitesi Tıp Fakültesi, Geriatri AD","39.933811535353854, 32.884214411698316",5388-01-06 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,4.0,,,,,,Dönem yapısı ,39.933811535353854,32.884214411698316,BALKİRAZ,6
6_1_7,"Ankara Üniversitesi Tıp Fakültesi, Fiziksel Tıp ve Rehab. AD","39.93432618399887, 32.88381678680286",5388-01-07 00:00:00,"Balkiraz, AÜ Tıp Fakültesi Hst. No:8, 06620 Mamak/Ankara",Sağlık,4.0,,,,,,Dönem yapısı ,39.93432618399887,32.88381678680286,BALKİRAZ,6
6_1_8,"Ankara Üniversitesi Tıp Fakültesi, Fiziksel Tıp ve Rehab. AD","39.93421656823529, 32.88298794357247",5388-01-08 00:00:00,"Balkiraz, AÜ Tıp Fakültesi Hst. No:8, 06620 Mamak/Ankara",Sağlık,4.0,,,,,,Dönem yapısı ,39.93421656823529,32.88298794357247,BALKİRAZ,6
6_1_9,"Ankara Üniversitesi Tıp Fakültesi, Radyasyon Onkolojisi AD","39.93354403402631, 32.8826285275641",5388-01-09 00:00:00,"Balkiraz, AÜ Tıp Fakültesi Hst., 06620 Mamak/Ankara",Sağlık,4.0,,,,,,Dönem yapısı ,39.93354403402631,32.8826285275641,BALKİRAZ,6
6_1_10,"Ankara Üniversitesi Tıp Fakültesi, Yanık Merkezi","39.93376070889036, 32.8824589349518",5388-01-10 00:00:00,"Balkiraz, Cebeci, AÜ Tıp Fakültesi Hst. No:6, 06620 Çankaya/Ankara",Sağlık,,,,,,,Dönem yapısı ,39.93376070889036,32.8824589349518,BALKİRAZ,6
6_1_11,"Ankara Üniversitesi Tıp Fakültesi, Genel Cerrahi AD","39.93407361380444, 32.882274205626956",5388-01-11 00:00:00,"Balkiraz, Tıp Fakültesi Cd., 06620 Mamak/Ankara",Sağlık,4.0,,,,,,Dönem yapısı ,39.93407361380444,32.882274205626956,BALKİRAZ,6
6_1_14,"Ankara Üniversitesi Tıp Fakültesi, Merkez Laboratuvarı","39.93309872854414, 32.88182807521729",5388-01-12 00:00:00,"Balkiraz, Tıp Fakültesi Cd., 06620 Mamak/Ankara",Sağlık,,,,,,,Dönem yapısı ,39.93309872854414,32.88182807521729,BALKİRAZ,6
6_1_15,"Ankara Üniversitesi Tıp Fakültesi, Nükleer Tıp AD","39.933470684064936, 32.881341211636965",5388-01-13 00:00:00,"Balkiraz, Tıp Fakültesi Cd., 06620 Mamak/Ankara",Sağlık,,,,,,,Dönem yapısı ,39.933470684064936,32.881341211636965,BALKİRAZ,6
6_1_16,"Ankara Üniversitesi Tıp Fakültesi, Gastroenteroloji AD","39.934138360365125, 32.881869954337816",5388-01-14 00:00:00,"Balkiraz, Mamak Cd. No:4, 06620 Mamak/Ankara",Sağlık,,,,,,,,39.934138360365125,32.881869954337816,BALKİRAZ,6
6_1_17,"Ankara Üniversitesi Tıp Fakültesi, Spor Hekimliği AD","39.934113952117755, 32.88255211812369",5388-01-15 00:00:00,"Balkiraz, Cebeci, AÜ Tıp Fakültesi Hst. No:6, 06620 Çankaya/Ankara",Sağlık,3.0,,,,,,,39.934113952117755,32.88255211812369,BALKİRAZ,6
6_1_20,"Ankara Üniversitesi Tıp Fakültesi, Göz Hastalıkları AD","39.93453901219752, 32.88340413187978",5388-01-16 00:00:00,"Balkiraz, Ankara Üniversitesi Tıp Fakültesi, 06620 Mamak/Ankara",Sağlık,4.0,,,,,,,39.93453901219752,32.88340413187978,BALKİRAZ,6
6_1_23,"Ankara Üniversitesi Tıp Fakültesi, Hematoloji AD","39.9339825482171, 32.88463520245834",5388-01-17 00:00:00,"Balkiraz, Mamak Cd. No:12, 06620 Mamak/Ankara",Sağlık,5.0,,,,,,,39.9339825482171,32.88463520245834,BALKİRAZ,6
6_1_26,ANKARA ÜNİVERSİTESİ TIP FAKÜLTESİ TIP EĞİTİMİ VE BİLİŞİMİ ANABİLİM DALI,"39.932780345631244, 32.884694384006465",5388-01-18 00:00:00,"Balkiraz, A.Ü Tıp Fakültesi Hastanesi, 06620 Mamak/Ankara",Sağlık,,,,,,,Dönem yapısı ,39.932780345631244,32.884694384006465,BALKİRAZ,6
6_1_27,"Ankara Üniversitesi Tıp Fakültesi, Kriz ve Otistik Çocuklar Merkezi","39.933037943206806, 32.88466182966027",5388-01-19 00:00:00,"Balkiraz, Gaziler Cd. No:3, 06620 Mamak/Ankara",Sağlık,,,,,,,,39.933037943206806,32.88466182966027,BALKİRAZ,6
6_1_29,"Ankara Üniversitesi Tıp Fakültesi, Adli Tıp","39.934076200236646, 32.884968112296036",5388-01-20 00:00:00,"Balkiraz, Mamak Cd. 6 A, 06620 Mamak/Ankara",Sağlık,3.0,,,,,,,39.934076200236646,32.884968112296036,BALKİRAZ,6
6_1_30,"Ankara Üniversitesi Tıp Fakültesi, Çocuk Hastanesi ek bina","39.93362593212314, 32.885192962524606",5388-01-21 00:00:00,"Balkiraz, Mamak Cd. No:12, 06620 Mamak/Ankara",Sağlık,6.0,,,,,,,39.93362593212314,32.885192962524606,BALKİRAZ,6
6_1_31,"Ankara Üniversitesi Tıp Fakültesi, Ruh Sağlığı Hastanesi AD","39.93417873994069, 32.88517867549467",5388-01-22 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,,,,,,,,39.93417873994069,32.88517867549467,BALKİRAZ,6
6_1_32,Kızılay Orta Anadolu B. Kan merkezi,"39.934806177564596, 32.88464952431214",5388-01-23 00:00:00,"Balkiraz, Mamak Cd. No:10, 06620 Mamak/Ankara",Sağlık,3.0,,,,,,Dönem yapısı,39.934806177564596,32.88464952431214,BALKİRAZ,6
6_1_33,"Ankara Üniversitesi Tıp Fakültesi, 50. yıl amfisi","39.93408386593664, 32.885894618752296",5388-01-24 00:00:00,"Balkiraz, Mamak Cd. No:10, 06620 Mamak/Ankara",Sağlık,,,,,,,,39.93408386593664,32.885894618752296,BALKİRAZ,6
6_1_34,"Ankara Üniversitesi Tıp Fakültesi, Göğüs Hastalıkları AD","39.934663886083044, 32.8859161765542",5388-01-25 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,,,,,,,,39.934663886083044,32.8859161765542,BALKİRAZ,6
6_1_35,"Ankara Üniversitesi Tıp Fakültesi, Eğitim Merkezi","39.93375698824165, 32.88605436020647",5388-01-26 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,2.0,,,,,,,39.93375698824165,32.88605436020647,BALKİRAZ,6
6_1_36,"Ankara Üniversitesi Tıp Fakültesi, Cenaze İşleri","39.933858380621785, 32.88555628524598",5388-01-27 00:00:00,"Balkiraz, 06620 Mamak/Ankara",Sağlık,2.0,,,,,,,39.933858380621785,32.88555628524598,BALKİRAZ,6
6_1_38,"Ankara Üniversitesi Tıp Fakültesi, Atölyeler, Garaj vv","39.933351876444895, 32.885957395582494",5388-01-28 00:00:00,"Balkiraz, Mamak Cd. 6 A, 06620 Mamak/Ankara",Sağlık,,,,,,,dönem yapısı ?,39.933351876444895,32.885957395582494,BALKİRAZ,6
6_1_39,"Ankara Üniversitesi Tıp Fakültesi, Öğrenme Merkezi","39.933505228900195, 32.886517949198755",5388-01-29 00:00:00,"Balkiraz, Gaziler Cd. No:5, 06620 Mamak/Ankara",Sağlık,,,,,,,,39.933505228900195,32.886517949198755,BALKİRAZ,6
6_1_40,İş Bankası,"39.93290915048986, 32.88588599361784",5388-01-30 00:00:00,"Balkiraz, Tıp Fakültesi Cd., 06620 Mamak/Ankara",Banka,,,,,,,,39.93290915048986,32.88588599361784,BALKİRAZ,6
6_1_41,CarefurSA market,"39.932604543376264, 32.886162710040246",5388-01-31 00:00:00,"Balkiraz, Tıp Fakültesi, Gaziler Cd., 06620 Mamak/Ankara",Market,1.0,,,,,,dönem yapısı ?,39.932604543376264,32.886162710040246,BALKİRAZ,6
6_1_42,Ankara Üniversitesi Tıp Fakültesi Cumhuriyet Öğrenci Evi,"39.93276241952604, 32.88630948835055",5388-01-31 00:00:00,"Balkiraz, Gaziler Cd. No:3, 06620 Mamak/Ankara",Yurt,3.0,,,,,,dönem yapısı ?,39.93276241952604,32.88630948835055,BALKİRAZ,6
6_1_43,Ankara Üniversitesi Tıp Fakültesi Çocuk Sağlığı Ve Hastalıkları Hastanesi,"39.93309827735482, 32.88558555493297",5388-01-31 00:00:00,"Balkiraz, Gaziler Cd. No:3, 06620 Mamak/Ankara",Sağlık,,,,,,,,39.93309827735482,32.88558555493297,BALKİRAZ,6
6_1_44,Ankara Üniversitesi Üreme Sağlığı Teşhis Tedavi Uygulama Merkezi,"39.93240718206977, 32.88509947467035",5388-01-31 00:00:00,"Balkiraz, Tıp Fakültesi Cd. No:43, 06620 Mamak/Ankara",Sağlık,,,,,,,dönem yapısı ?,39.93240718206977,32.88509947467035,BALKİRAZ,6
6_1_45,Ankara Üniversitesi Hemşire Lojmanı,"39.93222226360851, 32.88559253919789",5388-01-31 00:00:00,"Balkiraz, Tıp Fakültesi Cd., 06620 Mamak/Ankara",Sağlık,,,,,,,,39.93222226360851,32.88559253919789,BALKİRAZ,6
,,,,,,,,,,,,,,,,
6_3_5,,"39.93186193502065, 32.877132330026775",2881/16,"Cebeci, Cemal Gürsel Cad. No:96, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,Değil,,,,,,39.93186193502065,32.877132330026775,CEBECİ,6
6_3_6,,"39.931960008990536, 32.877282365426055",2881/17,"Cebeci, Cemal Gürsel Cad. No:98, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,Değil,,,,,,39.931960008990536,32.877282365426055,CEBECİ,6
6_3_7,Yüksek Öğrenim Kredi ve Yurtlar Kurumu Genel Müdürlüğü Ek Bina,"39.93208071522252, 32.87753939327769",2881/18,"Cebeci, Cemal Gürsel Cad. No:100, 06590 Çankaya/Ankara",Devlet Dairesi,8.0,Değil,,,,,,39.93208071522252,32.87753939327769,CEBECİ,6
